#<time>,	<Q_Input>(cm^/s)
1.175979599659994e+00,	0.000000000000000e+00
1.176019600326672e+00,	0.000000000000000e+00
1.176059600993350e+00,	0.000000000000000e+00
1.176099601660028e+00,	0.000000000000000e+00
1.176139602326706e+00,	0.000000000000000e+00
1.176179602993383e+00,	0.000000000000000e+00
1.176219603660061e+00,	0.000000000000000e+00
1.176259604326739e+00,	0.000000000000000e+00
1.176299604993417e+00,	0.000000000000000e+00
1.176339605660095e+00,	0.000000000000000e+00
1.176379606326772e+00,	0.000000000000000e+00
1.176419606993450e+00,	0.000000000000000e+00
1.176459607660128e+00,	0.000000000000000e+00
1.176499608326806e+00,	0.000000000000000e+00
1.176539608993483e+00,	0.000000000000000e+00
1.176579609660161e+00,	0.000000000000000e+00
1.176619610326839e+00,	0.000000000000000e+00
1.176659610993517e+00,	0.000000000000000e+00
1.176699611660194e+00,	0.000000000000000e+00
1.176739612326872e+00,	0.000000000000000e+00
1.176779612993550e+00,	0.000000000000000e+00
1.176819613660228e+00,	0.000000000000000e+00
1.176859614326906e+00,	0.000000000000000e+00
1.176899614993583e+00,	0.000000000000000e+00
1.176939615660261e+00,	0.000000000000000e+00
1.176979616326939e+00,	0.000000000000000e+00
1.177019616993617e+00,	0.000000000000000e+00
1.177059617660295e+00,	0.000000000000000e+00
1.177099618326972e+00,	0.000000000000000e+00
1.177139618993650e+00,	0.000000000000000e+00
1.177179619660328e+00,	0.000000000000000e+00
1.177219620327006e+00,	0.000000000000000e+00
1.177259620993683e+00,	0.000000000000000e+00
1.177299621660361e+00,	0.000000000000000e+00
1.177339622327039e+00,	0.000000000000000e+00
1.177379622993717e+00,	0.000000000000000e+00
1.177419623660394e+00,	0.000000000000000e+00
1.177459624327072e+00,	0.000000000000000e+00
1.177499624993750e+00,	0.000000000000000e+00
1.177539625660428e+00,	0.000000000000000e+00
1.177579626327106e+00,	0.000000000000000e+00
1.177619626993783e+00,	0.000000000000000e+00
1.177659627660461e+00,	0.000000000000000e+00
1.177699628327139e+00,	0.000000000000000e+00
1.177739628993817e+00,	0.000000000000000e+00
1.177779629660495e+00,	0.000000000000000e+00
1.177819630327172e+00,	0.000000000000000e+00
1.177859630993850e+00,	0.000000000000000e+00
1.177899631660528e+00,	0.000000000000000e+00
1.177939632327206e+00,	0.000000000000000e+00
1.177979632993883e+00,	0.000000000000000e+00
1.178019633660561e+00,	0.000000000000000e+00
1.178059634327239e+00,	0.000000000000000e+00
1.178099634993917e+00,	0.000000000000000e+00
1.178139635660594e+00,	0.000000000000000e+00
1.178179636327272e+00,	0.000000000000000e+00
1.178219636993950e+00,	0.000000000000000e+00
1.178259637660628e+00,	0.000000000000000e+00
1.178299638327306e+00,	0.000000000000000e+00
1.178339638993983e+00,	0.000000000000000e+00
1.178379639660661e+00,	0.000000000000000e+00
1.178419640327339e+00,	0.000000000000000e+00
1.178459640994017e+00,	0.000000000000000e+00
1.178499641660695e+00,	0.000000000000000e+00
1.178539642327372e+00,	0.000000000000000e+00
1.178579642994050e+00,	0.000000000000000e+00
1.178619643660728e+00,	0.000000000000000e+00
1.178659644327406e+00,	0.000000000000000e+00
1.178699644994083e+00,	0.000000000000000e+00
1.178739645660761e+00,	0.000000000000000e+00
1.178779646327439e+00,	0.000000000000000e+00
1.178819646994117e+00,	0.000000000000000e+00
1.178859647660794e+00,	0.000000000000000e+00
1.178899648327472e+00,	0.000000000000000e+00
1.178939648994150e+00,	0.000000000000000e+00
1.178979649660828e+00,	0.000000000000000e+00
1.179019650327506e+00,	0.000000000000000e+00
1.179059650994183e+00,	0.000000000000000e+00
1.179099651660861e+00,	0.000000000000000e+00
1.179139652327539e+00,	0.000000000000000e+00
1.179179652994217e+00,	0.000000000000000e+00
1.179219653660895e+00,	0.000000000000000e+00
1.179259654327572e+00,	0.000000000000000e+00
1.179299654994250e+00,	0.000000000000000e+00
1.179339655660928e+00,	0.000000000000000e+00
1.179379656327606e+00,	0.000000000000000e+00
1.179419656994283e+00,	0.000000000000000e+00
1.179459657660961e+00,	0.000000000000000e+00
1.179499658327639e+00,	0.000000000000000e+00
1.179539658994317e+00,	0.000000000000000e+00
1.179579659660994e+00,	0.000000000000000e+00
1.179619660327672e+00,	0.000000000000000e+00
1.179659660994350e+00,	0.000000000000000e+00
1.179699661661028e+00,	0.000000000000000e+00
1.179739662327706e+00,	0.000000000000000e+00
1.179779662994383e+00,	0.000000000000000e+00
1.179819663661061e+00,	0.000000000000000e+00
1.179859664327739e+00,	0.000000000000000e+00
1.179899664994417e+00,	0.000000000000000e+00
1.179939665661095e+00,	0.000000000000000e+00
1.179979666327772e+00,	0.000000000000000e+00
1.180019666994450e+00,	0.000000000000000e+00
1.180059667661128e+00,	0.000000000000000e+00
1.180099668327806e+00,	0.000000000000000e+00
1.180139668994483e+00,	0.000000000000000e+00
1.180179669661161e+00,	0.000000000000000e+00
1.180219670327839e+00,	0.000000000000000e+00
1.180259670994517e+00,	0.000000000000000e+00
1.180299671661194e+00,	0.000000000000000e+00
1.180339672327872e+00,	0.000000000000000e+00
1.180379672994550e+00,	0.000000000000000e+00
1.180419673661228e+00,	0.000000000000000e+00
1.180459674327906e+00,	0.000000000000000e+00
1.180499674994583e+00,	0.000000000000000e+00
1.180539675661261e+00,	0.000000000000000e+00
1.180579676327939e+00,	0.000000000000000e+00
1.180619676994617e+00,	0.000000000000000e+00
1.180659677661295e+00,	0.000000000000000e+00
1.180699678327972e+00,	0.000000000000000e+00
1.180739678994650e+00,	0.000000000000000e+00
1.180779679661328e+00,	0.000000000000000e+00
1.180819680328006e+00,	0.000000000000000e+00
1.180859680994683e+00,	0.000000000000000e+00
1.180899681661361e+00,	0.000000000000000e+00
1.180939682328039e+00,	0.000000000000000e+00
1.180979682994717e+00,	0.000000000000000e+00
1.181019683661394e+00,	0.000000000000000e+00
1.181059684328072e+00,	0.000000000000000e+00
1.181099684994750e+00,	0.000000000000000e+00
1.181139685661428e+00,	0.000000000000000e+00
1.181179686328106e+00,	0.000000000000000e+00
1.181219686994783e+00,	0.000000000000000e+00
1.181259687661461e+00,	0.000000000000000e+00
1.181299688328139e+00,	0.000000000000000e+00
1.181339688994817e+00,	0.000000000000000e+00
1.181379689661495e+00,	0.000000000000000e+00
1.181419690328172e+00,	0.000000000000000e+00
1.181459690994850e+00,	0.000000000000000e+00
1.181499691661528e+00,	0.000000000000000e+00
1.181539692328206e+00,	0.000000000000000e+00
1.181579692994883e+00,	0.000000000000000e+00
1.181619693661561e+00,	0.000000000000000e+00
1.181659694328239e+00,	0.000000000000000e+00
1.181699694994917e+00,	0.000000000000000e+00
1.181739695661594e+00,	0.000000000000000e+00
1.181779696328272e+00,	0.000000000000000e+00
1.181819696994950e+00,	0.000000000000000e+00
1.181859697661628e+00,	0.000000000000000e+00
1.181899698328306e+00,	0.000000000000000e+00
1.181939698994983e+00,	0.000000000000000e+00
1.181979699661661e+00,	0.000000000000000e+00
1.182019700328339e+00,	0.000000000000000e+00
1.182059700995017e+00,	0.000000000000000e+00
1.182099701661695e+00,	0.000000000000000e+00
1.182139702328372e+00,	0.000000000000000e+00
1.182179702995050e+00,	0.000000000000000e+00
1.182219703661728e+00,	0.000000000000000e+00
1.182259704328406e+00,	0.000000000000000e+00
1.182299704995083e+00,	0.000000000000000e+00
1.182339705661761e+00,	0.000000000000000e+00
1.182379706328439e+00,	0.000000000000000e+00
1.182419706995117e+00,	0.000000000000000e+00
1.182459707661794e+00,	0.000000000000000e+00
1.182499708328472e+00,	0.000000000000000e+00
1.182539708995150e+00,	0.000000000000000e+00
1.182579709661828e+00,	0.000000000000000e+00
1.182619710328506e+00,	0.000000000000000e+00
1.182659710995183e+00,	0.000000000000000e+00
1.182699711661861e+00,	0.000000000000000e+00
1.182739712328539e+00,	0.000000000000000e+00
1.182779712995217e+00,	0.000000000000000e+00
1.182819713661895e+00,	0.000000000000000e+00
1.182859714328572e+00,	0.000000000000000e+00
1.182899714995250e+00,	0.000000000000000e+00
1.182939715661928e+00,	0.000000000000000e+00
1.182979716328606e+00,	0.000000000000000e+00
1.183019716995283e+00,	0.000000000000000e+00
1.183059717661961e+00,	0.000000000000000e+00
1.183099718328639e+00,	0.000000000000000e+00
1.183139718995317e+00,	0.000000000000000e+00
1.183179719661994e+00,	0.000000000000000e+00
1.183219720328672e+00,	0.000000000000000e+00
1.183259720995350e+00,	0.000000000000000e+00
1.183299721662028e+00,	0.000000000000000e+00
1.183339722328706e+00,	0.000000000000000e+00
1.183379722995384e+00,	0.000000000000000e+00
1.183419723662061e+00,	0.000000000000000e+00
1.183459724328739e+00,	0.000000000000000e+00
1.183499724995417e+00,	0.000000000000000e+00
1.183539725662095e+00,	0.000000000000000e+00
1.183579726328772e+00,	0.000000000000000e+00
1.183619726995450e+00,	0.000000000000000e+00
1.183659727662128e+00,	0.000000000000000e+00
1.183699728328806e+00,	0.000000000000000e+00
1.183739728995483e+00,	0.000000000000000e+00
1.183779729662161e+00,	0.000000000000000e+00
1.183819730328839e+00,	0.000000000000000e+00
1.183859730995517e+00,	0.000000000000000e+00
1.183899731662194e+00,	0.000000000000000e+00
1.183939732328872e+00,	0.000000000000000e+00
1.183979732995550e+00,	0.000000000000000e+00
1.184019733662228e+00,	0.000000000000000e+00
1.184059734328906e+00,	0.000000000000000e+00
1.184099734995584e+00,	0.000000000000000e+00
1.184139735662261e+00,	0.000000000000000e+00
1.184179736328939e+00,	0.000000000000000e+00
1.184219736995617e+00,	0.000000000000000e+00
1.184259737662295e+00,	0.000000000000000e+00
1.184299738328972e+00,	0.000000000000000e+00
1.184339738995650e+00,	0.000000000000000e+00
1.184379739662328e+00,	0.000000000000000e+00
1.184419740329006e+00,	0.000000000000000e+00
1.184459740995683e+00,	0.000000000000000e+00
1.184499741662361e+00,	0.000000000000000e+00
1.184539742329039e+00,	0.000000000000000e+00
1.184579742995717e+00,	0.000000000000000e+00
1.184619743662394e+00,	0.000000000000000e+00
1.184659744329072e+00,	0.000000000000000e+00
1.184699744995750e+00,	0.000000000000000e+00
1.184739745662428e+00,	0.000000000000000e+00
1.184779746329106e+00,	0.000000000000000e+00
1.184819746995784e+00,	0.000000000000000e+00
1.184859747662461e+00,	0.000000000000000e+00
1.184899748329139e+00,	0.000000000000000e+00
1.184939748995817e+00,	0.000000000000000e+00
1.184979749662495e+00,	0.000000000000000e+00
1.185019750329172e+00,	0.000000000000000e+00
1.185059750995850e+00,	0.000000000000000e+00
1.185099751662528e+00,	0.000000000000000e+00
1.185139752329206e+00,	0.000000000000000e+00
1.185179752995883e+00,	0.000000000000000e+00
1.185219753662561e+00,	0.000000000000000e+00
1.185259754329239e+00,	0.000000000000000e+00
1.185299754995917e+00,	0.000000000000000e+00
1.185339755662595e+00,	0.000000000000000e+00
1.185379756329272e+00,	0.000000000000000e+00
1.185419756995950e+00,	0.000000000000000e+00
1.185459757662628e+00,	0.000000000000000e+00
1.185499758329306e+00,	0.000000000000000e+00
1.185539758995984e+00,	0.000000000000000e+00
1.185579759662661e+00,	0.000000000000000e+00
1.185619760329339e+00,	0.000000000000000e+00
1.185659760996017e+00,	0.000000000000000e+00
1.185699761662695e+00,	0.000000000000000e+00
1.185739762329372e+00,	0.000000000000000e+00
1.185779762996050e+00,	0.000000000000000e+00
1.185819763662728e+00,	0.000000000000000e+00
1.185859764329406e+00,	0.000000000000000e+00
1.185899764996083e+00,	0.000000000000000e+00
1.185939765662761e+00,	0.000000000000000e+00
1.185979766329439e+00,	0.000000000000000e+00
1.186019766996117e+00,	0.000000000000000e+00
1.186059767662795e+00,	0.000000000000000e+00
1.186099768329472e+00,	0.000000000000000e+00
1.186139768996150e+00,	0.000000000000000e+00
1.186179769662828e+00,	0.000000000000000e+00
1.186219770329506e+00,	0.000000000000000e+00
1.186259770996184e+00,	0.000000000000000e+00
1.186299771662861e+00,	0.000000000000000e+00
1.186339772329539e+00,	0.000000000000000e+00
1.186379772996217e+00,	0.000000000000000e+00
1.186419773662895e+00,	0.000000000000000e+00
1.186459774329572e+00,	0.000000000000000e+00
1.186499774996250e+00,	0.000000000000000e+00
1.186539775662928e+00,	0.000000000000000e+00
1.186579776329606e+00,	0.000000000000000e+00
1.186619776996283e+00,	0.000000000000000e+00
1.186659777662961e+00,	0.000000000000000e+00
1.186699778329639e+00,	0.000000000000000e+00
1.186739778996317e+00,	0.000000000000000e+00
1.186779779662995e+00,	0.000000000000000e+00
1.186819780329672e+00,	0.000000000000000e+00
1.186859780996350e+00,	0.000000000000000e+00
1.186899781663028e+00,	0.000000000000000e+00
1.186939782329706e+00,	0.000000000000000e+00
1.186979782996384e+00,	0.000000000000000e+00
1.187019783663061e+00,	0.000000000000000e+00
1.187059784329739e+00,	0.000000000000000e+00
1.187099784996417e+00,	0.000000000000000e+00
1.187139785663095e+00,	0.000000000000000e+00
1.187179786329772e+00,	0.000000000000000e+00
1.187219786996450e+00,	0.000000000000000e+00
1.187259787663128e+00,	0.000000000000000e+00
1.187299788329806e+00,	0.000000000000000e+00
1.187339788996483e+00,	0.000000000000000e+00
1.187379789663161e+00,	0.000000000000000e+00
1.187419790329839e+00,	0.000000000000000e+00
1.187459790996517e+00,	0.000000000000000e+00
1.187499791663195e+00,	0.000000000000000e+00
1.187539792329872e+00,	0.000000000000000e+00
1.187579792996550e+00,	0.000000000000000e+00
1.187619793663228e+00,	0.000000000000000e+00
1.187659794329906e+00,	0.000000000000000e+00
1.187699794996584e+00,	0.000000000000000e+00
1.187739795663261e+00,	0.000000000000000e+00
1.187779796329939e+00,	0.000000000000000e+00
1.187819796996617e+00,	0.000000000000000e+00
1.187859797663295e+00,	0.000000000000000e+00
1.187899798329972e+00,	0.000000000000000e+00
1.187939798996650e+00,	0.000000000000000e+00
1.187979799663328e+00,	0.000000000000000e+00
1.188019800330006e+00,	0.000000000000000e+00
1.188059800996683e+00,	0.000000000000000e+00
1.188099801663361e+00,	0.000000000000000e+00
1.188139802330039e+00,	0.000000000000000e+00
1.188179802996717e+00,	0.000000000000000e+00
1.188219803663395e+00,	0.000000000000000e+00
1.188259804330072e+00,	0.000000000000000e+00
1.188299804996750e+00,	0.000000000000000e+00
1.188339805663428e+00,	0.000000000000000e+00
1.188379806330106e+00,	0.000000000000000e+00
1.188419806996784e+00,	0.000000000000000e+00
1.188459807663461e+00,	0.000000000000000e+00
1.188499808330139e+00,	0.000000000000000e+00
1.188539808996817e+00,	0.000000000000000e+00
1.188579809663495e+00,	0.000000000000000e+00
1.188619810330172e+00,	0.000000000000000e+00
1.188659810996850e+00,	0.000000000000000e+00
1.188699811663528e+00,	0.000000000000000e+00
1.188739812330206e+00,	0.000000000000000e+00
1.188779812996883e+00,	0.000000000000000e+00
1.188819813663561e+00,	0.000000000000000e+00
1.188859814330239e+00,	0.000000000000000e+00
1.188899814996917e+00,	0.000000000000000e+00
1.188939815663595e+00,	0.000000000000000e+00
1.188979816330272e+00,	0.000000000000000e+00
1.189019816996950e+00,	0.000000000000000e+00
1.189059817663628e+00,	0.000000000000000e+00
1.189099818330306e+00,	0.000000000000000e+00
1.189139818996984e+00,	0.000000000000000e+00
1.189179819663661e+00,	0.000000000000000e+00
1.189219820330339e+00,	0.000000000000000e+00
1.189259820997017e+00,	0.000000000000000e+00
1.189299821663695e+00,	0.000000000000000e+00
1.189339822330372e+00,	0.000000000000000e+00
1.189379822997050e+00,	0.000000000000000e+00
1.189419823663728e+00,	0.000000000000000e+00
1.189459824330406e+00,	0.000000000000000e+00
1.189499824997083e+00,	0.000000000000000e+00
1.189539825663761e+00,	0.000000000000000e+00
1.189579826330439e+00,	0.000000000000000e+00
1.189619826997117e+00,	0.000000000000000e+00
1.189659827663795e+00,	0.000000000000000e+00
1.189699828330472e+00,	0.000000000000000e+00
1.189739828997150e+00,	0.000000000000000e+00
1.189779829663828e+00,	0.000000000000000e+00
1.189819830330506e+00,	0.000000000000000e+00
1.189859830997184e+00,	0.000000000000000e+00
1.189899831663861e+00,	0.000000000000000e+00
1.189939832330539e+00,	0.000000000000000e+00
1.189979832997217e+00,	0.000000000000000e+00
1.190019833663895e+00,	0.000000000000000e+00
1.190059834330572e+00,	0.000000000000000e+00
1.190099834997250e+00,	0.000000000000000e+00
1.190139835663928e+00,	0.000000000000000e+00
1.190179836330606e+00,	0.000000000000000e+00
1.190219836997283e+00,	0.000000000000000e+00
1.190259837663961e+00,	0.000000000000000e+00
1.190299838330639e+00,	0.000000000000000e+00
1.190339838997317e+00,	0.000000000000000e+00
1.190379839663995e+00,	0.000000000000000e+00
1.190419840330672e+00,	0.000000000000000e+00
1.190459840997350e+00,	0.000000000000000e+00
1.190499841664028e+00,	0.000000000000000e+00
1.190539842330706e+00,	0.000000000000000e+00
1.190579842997384e+00,	0.000000000000000e+00
1.190619843664061e+00,	0.000000000000000e+00
1.190659844330739e+00,	0.000000000000000e+00
1.190699844997417e+00,	0.000000000000000e+00
1.190739845664095e+00,	0.000000000000000e+00
1.190779846330772e+00,	0.000000000000000e+00
1.190819846997450e+00,	0.000000000000000e+00
1.190859847664128e+00,	0.000000000000000e+00
1.190899848330806e+00,	0.000000000000000e+00
1.190939848997483e+00,	0.000000000000000e+00
1.190979849664161e+00,	0.000000000000000e+00
1.191019850330839e+00,	0.000000000000000e+00
1.191059850997517e+00,	0.000000000000000e+00
1.191099851664195e+00,	0.000000000000000e+00
1.191139852330872e+00,	0.000000000000000e+00
1.191179852997550e+00,	0.000000000000000e+00
1.191219853664228e+00,	0.000000000000000e+00
1.191259854330906e+00,	0.000000000000000e+00
1.191299854997584e+00,	0.000000000000000e+00
1.191339855664261e+00,	0.000000000000000e+00
1.191379856330939e+00,	0.000000000000000e+00
1.191419856997617e+00,	0.000000000000000e+00
1.191459857664295e+00,	0.000000000000000e+00
1.191499858330972e+00,	0.000000000000000e+00
1.191539858997650e+00,	0.000000000000000e+00
1.191579859664328e+00,	0.000000000000000e+00
1.191619860331006e+00,	0.000000000000000e+00
1.191659860997683e+00,	0.000000000000000e+00
1.191699861664361e+00,	0.000000000000000e+00
1.191739862331039e+00,	0.000000000000000e+00
1.191779862997717e+00,	0.000000000000000e+00
1.191819863664395e+00,	0.000000000000000e+00
1.191859864331072e+00,	0.000000000000000e+00
1.191899864997750e+00,	0.000000000000000e+00
1.191939865664428e+00,	0.000000000000000e+00
1.191979866331106e+00,	0.000000000000000e+00
1.192019866997784e+00,	0.000000000000000e+00
1.192059867664461e+00,	0.000000000000000e+00
1.192099868331139e+00,	0.000000000000000e+00
1.192139868997817e+00,	0.000000000000000e+00
1.192179869664495e+00,	0.000000000000000e+00
1.192219870331172e+00,	0.000000000000000e+00
1.192259870997850e+00,	0.000000000000000e+00
1.192299871664528e+00,	0.000000000000000e+00
1.192339872331206e+00,	0.000000000000000e+00
1.192379872997883e+00,	0.000000000000000e+00
1.192419873664561e+00,	0.000000000000000e+00
1.192459874331239e+00,	0.000000000000000e+00
1.192499874997917e+00,	0.000000000000000e+00
1.192539875664595e+00,	0.000000000000000e+00
1.192579876331272e+00,	0.000000000000000e+00
1.192619876997950e+00,	0.000000000000000e+00
1.192659877664628e+00,	0.000000000000000e+00
1.192699878331306e+00,	0.000000000000000e+00
1.192739878997984e+00,	0.000000000000000e+00
1.192779879664661e+00,	0.000000000000000e+00
1.192819880331339e+00,	0.000000000000000e+00
1.192859880998017e+00,	0.000000000000000e+00
1.192899881664695e+00,	0.000000000000000e+00
1.192939882331372e+00,	0.000000000000000e+00
1.192979882998050e+00,	0.000000000000000e+00
1.193019883664728e+00,	0.000000000000000e+00
1.193059884331406e+00,	0.000000000000000e+00
1.193099884998083e+00,	0.000000000000000e+00
1.193139885664761e+00,	0.000000000000000e+00
1.193179886331439e+00,	0.000000000000000e+00
1.193219886998117e+00,	0.000000000000000e+00
1.193259887664795e+00,	0.000000000000000e+00
1.193299888331472e+00,	0.000000000000000e+00
1.193339888998150e+00,	0.000000000000000e+00
1.193379889664828e+00,	0.000000000000000e+00
1.193419890331506e+00,	0.000000000000000e+00
1.193459890998184e+00,	0.000000000000000e+00
1.193499891664861e+00,	0.000000000000000e+00
1.193539892331539e+00,	0.000000000000000e+00
1.193579892998217e+00,	0.000000000000000e+00
1.193619893664895e+00,	0.000000000000000e+00
1.193659894331572e+00,	0.000000000000000e+00
1.193699894998250e+00,	0.000000000000000e+00
1.193739895664928e+00,	0.000000000000000e+00
1.193779896331606e+00,	0.000000000000000e+00
1.193819896998283e+00,	0.000000000000000e+00
1.193859897664961e+00,	0.000000000000000e+00
1.193899898331639e+00,	0.000000000000000e+00
1.193939898998317e+00,	0.000000000000000e+00
1.193979899664995e+00,	0.000000000000000e+00
1.194019900331672e+00,	0.000000000000000e+00
1.194059900998350e+00,	0.000000000000000e+00
1.194099901665028e+00,	0.000000000000000e+00
1.194139902331706e+00,	0.000000000000000e+00
1.194179902998384e+00,	0.000000000000000e+00
1.194219903665061e+00,	0.000000000000000e+00
1.194259904331739e+00,	0.000000000000000e+00
1.194299904998417e+00,	0.000000000000000e+00
1.194339905665095e+00,	0.000000000000000e+00
1.194379906331772e+00,	0.000000000000000e+00
1.194419906998450e+00,	0.000000000000000e+00
1.194459907665128e+00,	0.000000000000000e+00
1.194499908331806e+00,	0.000000000000000e+00
1.194539908998483e+00,	0.000000000000000e+00
1.194579909665161e+00,	0.000000000000000e+00
1.194619910331839e+00,	0.000000000000000e+00
1.194659910998517e+00,	0.000000000000000e+00
1.194699911665195e+00,	0.000000000000000e+00
1.194739912331872e+00,	0.000000000000000e+00
1.194779912998550e+00,	0.000000000000000e+00
1.194819913665228e+00,	0.000000000000000e+00
1.194859914331906e+00,	0.000000000000000e+00
1.194899914998584e+00,	0.000000000000000e+00
1.194939915665261e+00,	0.000000000000000e+00
1.194979916331939e+00,	0.000000000000000e+00
1.195019916998617e+00,	0.000000000000000e+00
1.195059917665295e+00,	0.000000000000000e+00
1.195099918331972e+00,	0.000000000000000e+00
1.195139918998650e+00,	0.000000000000000e+00
1.195179919665328e+00,	0.000000000000000e+00
1.195219920332006e+00,	0.000000000000000e+00
1.195259920998683e+00,	0.000000000000000e+00
1.195299921665361e+00,	0.000000000000000e+00
1.195339922332039e+00,	0.000000000000000e+00
1.195379922998717e+00,	0.000000000000000e+00
1.195419923665395e+00,	0.000000000000000e+00
1.195459924332072e+00,	0.000000000000000e+00
1.195499924998750e+00,	0.000000000000000e+00
1.195539925665428e+00,	0.000000000000000e+00
1.195579926332106e+00,	0.000000000000000e+00
1.195619926998783e+00,	0.000000000000000e+00
1.195659927665461e+00,	0.000000000000000e+00
1.195699928332139e+00,	0.000000000000000e+00
1.195739928998817e+00,	0.000000000000000e+00
1.195779929665495e+00,	0.000000000000000e+00
1.195819930332172e+00,	0.000000000000000e+00
1.195859930998850e+00,	0.000000000000000e+00
1.195899931665528e+00,	0.000000000000000e+00
1.195939932332206e+00,	0.000000000000000e+00
1.195979932998883e+00,	0.000000000000000e+00
1.196019933665561e+00,	0.000000000000000e+00
1.196059934332239e+00,	0.000000000000000e+00
1.196099934998917e+00,	0.000000000000000e+00
1.196139935665595e+00,	0.000000000000000e+00
1.196179936332272e+00,	0.000000000000000e+00
1.196219936998950e+00,	0.000000000000000e+00
1.196259937665628e+00,	0.000000000000000e+00
1.196299938332306e+00,	0.000000000000000e+00
1.196339938998983e+00,	0.000000000000000e+00
1.196379939665661e+00,	0.000000000000000e+00
1.196419940332339e+00,	0.000000000000000e+00
1.196459940999017e+00,	0.000000000000000e+00
1.196499941665695e+00,	0.000000000000000e+00
1.196539942332372e+00,	0.000000000000000e+00
1.196579942999050e+00,	0.000000000000000e+00
1.196619943665728e+00,	0.000000000000000e+00
1.196659944332406e+00,	0.000000000000000e+00
1.196699944999083e+00,	0.000000000000000e+00
1.196739945665761e+00,	0.000000000000000e+00
1.196779946332439e+00,	0.000000000000000e+00
1.196819946999117e+00,	0.000000000000000e+00
1.196859947665795e+00,	0.000000000000000e+00
1.196899948332472e+00,	0.000000000000000e+00
1.196939948999150e+00,	0.000000000000000e+00
1.196979949665828e+00,	0.000000000000000e+00
1.197019950332506e+00,	0.000000000000000e+00
1.197059950999183e+00,	0.000000000000000e+00
1.197099951665861e+00,	0.000000000000000e+00
1.197139952332539e+00,	0.000000000000000e+00
1.197179952999217e+00,	0.000000000000000e+00
1.197219953665895e+00,	0.000000000000000e+00
1.197259954332572e+00,	0.000000000000000e+00
1.197299954999250e+00,	0.000000000000000e+00
1.197339955665928e+00,	0.000000000000000e+00
1.197379956332606e+00,	0.000000000000000e+00
1.197419956999283e+00,	0.000000000000000e+00
1.197459957665961e+00,	0.000000000000000e+00
1.197499958332639e+00,	0.000000000000000e+00
1.197539958999317e+00,	0.000000000000000e+00
1.197579959665995e+00,	0.000000000000000e+00
1.197619960332672e+00,	0.000000000000000e+00
1.197659960999350e+00,	0.000000000000000e+00
1.197699961666028e+00,	0.000000000000000e+00
1.197739962332706e+00,	0.000000000000000e+00
1.197779962999383e+00,	0.000000000000000e+00
1.197819963666061e+00,	0.000000000000000e+00
1.197859964332739e+00,	0.000000000000000e+00
1.197899964999417e+00,	0.000000000000000e+00
1.197939965666095e+00,	0.000000000000000e+00
1.197979966332772e+00,	0.000000000000000e+00
1.198019966999450e+00,	0.000000000000000e+00
1.198059967666128e+00,	0.000000000000000e+00
1.198099968332806e+00,	0.000000000000000e+00
1.198139968999483e+00,	0.000000000000000e+00
1.198179969666161e+00,	0.000000000000000e+00
1.198219970332839e+00,	0.000000000000000e+00
1.198259970999517e+00,	0.000000000000000e+00
1.198299971666195e+00,	0.000000000000000e+00
1.198339972332872e+00,	0.000000000000000e+00
1.198379972999550e+00,	0.000000000000000e+00
1.198419973666228e+00,	0.000000000000000e+00
1.198459974332906e+00,	0.000000000000000e+00
1.198499974999583e+00,	0.000000000000000e+00
1.198539975666261e+00,	0.000000000000000e+00
1.198579976332939e+00,	0.000000000000000e+00
1.198619976999617e+00,	0.000000000000000e+00
1.198659977666295e+00,	0.000000000000000e+00
1.198699978332972e+00,	0.000000000000000e+00
1.198739978999650e+00,	0.000000000000000e+00
1.198779979666328e+00,	0.000000000000000e+00
1.198819980333006e+00,	0.000000000000000e+00
1.198859980999683e+00,	0.000000000000000e+00
1.198899981666361e+00,	0.000000000000000e+00
1.198939982333039e+00,	0.000000000000000e+00
1.198979982999717e+00,	0.000000000000000e+00
1.199019983666395e+00,	0.000000000000000e+00
1.199059984333072e+00,	0.000000000000000e+00
1.199099984999750e+00,	0.000000000000000e+00
1.199139985666428e+00,	0.000000000000000e+00
1.199179986333106e+00,	0.000000000000000e+00
1.199219986999783e+00,	0.000000000000000e+00
1.199259987666461e+00,	0.000000000000000e+00
1.199299988333139e+00,	0.000000000000000e+00
1.199339988999817e+00,	0.000000000000000e+00
1.199379989666495e+00,	0.000000000000000e+00
1.199419990333172e+00,	0.000000000000000e+00
1.199459990999850e+00,	0.000000000000000e+00
1.199499991666528e+00,	0.000000000000000e+00
1.199539992333206e+00,	0.000000000000000e+00
1.199579992999883e+00,	0.000000000000000e+00
1.199619993666561e+00,	0.000000000000000e+00
1.199659994333239e+00,	0.000000000000000e+00
1.199699994999917e+00,	0.000000000000000e+00
1.199739995666595e+00,	0.000000000000000e+00
1.199779996333272e+00,	0.000000000000000e+00
1.199819996999950e+00,	0.000000000000000e+00
1.199859997666628e+00,	0.000000000000000e+00
1.199899998333306e+00,	0.000000000000000e+00
1.199939998999983e+00,	0.000000000000000e+00
1.199979999666661e+00,	0.000000000000000e+00
1.200020000333339e+00,	0.000000000000000e+00
1.200060001000017e+00,	0.000000000000000e+00
1.200100001666695e+00,	0.000000000000000e+00
1.200140002333372e+00,	0.000000000000000e+00
1.200180003000050e+00,	0.000000000000000e+00
1.200220003666728e+00,	0.000000000000000e+00
